eventDate,municipality,locality,verbatimLocality,decimalLatitude,decimalLongitude,scientificName,class,order,family
1998-12-28/1999-01-24,,"Ciénaga - Grande De Santa Marta, Sabanagrande","Magdalena|Puebloviejo|Ciénaga - Grande De Santa Marta, Sabanagrande",10.938944,-74.730248,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/17/1998,,"Cabo - San Juan De Guía, Parque Natural Nacional - Tayrona","Magdalena|Santa Marta|Cabo - San Juan De Guía, Parque Natural Nacional - Tayrona",11.328999,-73.963423,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/1/2005,Cañaveral (Agua Fría),Parque Natural Nacional - Tayrona,Magdalena|Santa Marta|Parque Natural Nacional - Tayrona,11.311238,-73.943964,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/23/2002,Taganga,Parque Natural Nacional - Tayrona,Magdalena|Santa Marta|Parque Natural Nacional - Tayrona,11.311238,-73.943964,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1998-01-17/1999-01-02,,"Colinas De Calabazo, Parque Natural Nacional - Tayrona",Magdalena|Colinas De Calabazo|Parque Natural Nacional - Tayrona,11.311238,-73.943964,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/1/2005,Calabazo,Parque Natural Nacional - Tayrona - Calabazo Pueblito,Magdalena|Santa Marta|Parque Natural Nacional - Tayrona - Calabazo Pueblito,11.284961,-74.002631,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1998-01-17/1999-01-02,Calabazo,Parque Natural Nacional - Tayrona,Magdalena|Santa Marta|Parque Natural Nacional - Tayrona,11.311238,-73.943964,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/17/1998,Cañaveral (Agua Fría),"Cabo - San Juan De Guía, Parque Natural Nacional - Tayrona","Magdalena|Santa Marta|Cabo - San Juan De Guía, Parque Natural Nacional - Tayrona",11.328999,-73.963423,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1992-11-18/1992-11-25,,"Ciénaga - Grande De Santa Marta, Sabanagrande","Atlántico|Sabanagrande|Ciénaga - Grande De Santa Marta, Sabanagrande",10.938944,-74.730248,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
10/24/2002,,"Ciénaga - Grande De Santa Marta, Sabanagrande","Atlántico|Sabanagrande|Ciénaga - Grande De Santa Marta, Sabanagrande",10.938944,-74.730248,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/21/2000,Calabazo,Parque Natural Nacional - Tayrona,Magdalena|Santa Marta|Parque Natural Nacional - Tayrona,11.311238,-73.943964,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/1/2005,Cañaveral (Agua Fría),"Cabo - San Juan De Guía, Parque Natural Nacional - Tayrona","Magdalena|Santa Marta|Cabo - San Juan De Guía, Parque Natural Nacional - Tayrona",11.328999,-73.963423,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/17/1998,Cañaveral (Agua Fría),"Cabo - San Juan De Guía, Parque Natural Nacional - Tayrona","Magdalena|Santa Marta|Cabo - San Juan De Guía, Parque Natural Nacional - Tayrona",11.328999,-73.963423,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/17/1998,,Parque Natural Nacional - Tayrona,Magdalena|Santa Marta|Parque Natural Nacional - Tayrona,11.311238,-73.943964,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/17/1998,Calabazo,Parque Natural Nacional - Tayrona - Calabazo Pueblito,Magdalena|Santa Marta|Parque Natural Nacional - Tayrona - Calabazo Pueblito,11.284961,-74.002631,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1998-01-17/1999-01-02,Cañaveral (Agua Fría),Parque Natural Nacional - Tayrona,Magdalena|Santa Marta|Parque Natural Nacional - Tayrona,11.311238,-73.943964,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
2002-01-23/2004-07-20,Cañaveral (Agua Fría),"Cabo - San Juan De Guía, Parque Natural Nacional - Tayrona","Magdalena|Santa Marta|Cabo - San Juan De Guía, Parque Natural Nacional - Tayrona",11.328999,-73.963423,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
4/29/2007,,"Cabo - San Juan De Guía, Parque Natural Nacional - Tayrona","Magdalena|Santa Marta|Cabo - San Juan De Guía, Parque Natural Nacional - Tayrona",11.328999,-73.963423,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1997-01-06/1997-01-08,,"Colinas De Calabazo, Parque Natural Nacional - Tayrona",Magdalena|Colinas De Calabazo|Parque Natural Nacional - Tayrona,11.311238,-73.943964,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/1/2005,,"Colinas De Calabazo, Parque Natural Nacional - Tayrona",Magdalena|Colinas De Calabazo|Parque Natural Nacional - Tayrona,11.311238,-73.943964,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
6/16/1996,Palmor,Parque Natural Nacional - Sierra Nevada De Santa Marta,Magdalena|Ciénaga|Parque Natural Nacional - Sierra Nevada De Santa Marta,10.795717,-73.634649,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
6/16/1996,Minca,Parque Natural Nacional - Sierra Nevada De Santa Marta,Magdalena|Santa Marta|Parque Natural Nacional - Sierra Nevada De Santa Marta,10.795717,-73.634649,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1997-01-06/1997-01-08,,"Colinas De Calabazo, Parque Natural Nacional - Tayrona",Magdalena|Colinas De Calabazo|Parque Natural Nacional - Tayrona,11.311238,-73.943964,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
6/16/1996,Palmor,Parque Natural Nacional - Sierra Nevada De Santa Marta,Magdalena|Ciénaga|Parque Natural Nacional - Sierra Nevada De Santa Marta,10.795717,-73.634649,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/21/2000,,"Colinas De Calabazo, Parque Natural Nacional - Tayrona",Magdalena|Colinas De Calabazo|Parque Natural Nacional - Tayrona,11.311238,-73.943964,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
10/24/2002,,"Ciénaga - Grande De Santa Marta, Sabanagrande","Magdalena|Puebloviejo|Ciénaga - Grande De Santa Marta, Sabanagrande",10.938944,-74.730248,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
11/15/2003,,"Ciénaga - Grande De Santa Marta, Sabanagrande","Magdalena|Puebloviejo|Ciénaga - Grande De Santa Marta, Sabanagrande",10.938944,-74.730248,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/21/2000,Cañaveral (Agua Fría),Parque Natural Nacional - Tayrona,Magdalena|Santa Marta|Parque Natural Nacional - Tayrona,11.311238,-73.943964,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1998-01-17/1999-01-02,Taganga,Parque Natural Nacional - Tayrona,Magdalena|Santa Marta|Parque Natural Nacional - Tayrona,11.311238,-73.943964,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
2007-11-07/2007-11-08,,Palomino,La Guajira|Albania|Palomino,11.147347,-72.52718,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1997-01-06/1997-01-08,Calabazo,Parque Natural Nacional - Tayrona,Magdalena|Santa Marta|Parque Natural Nacional - Tayrona,11.311238,-73.943964,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1997-01-06/1997-01-08,Taganga,Parque Natural Nacional - Tayrona,Magdalena|Santa Marta|Parque Natural Nacional - Tayrona,11.311238,-73.943964,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1997-01-06/1997-01-08,Cañaveral (Agua Fría),Parque Natural Nacional - Tayrona,Magdalena|Santa Marta|Parque Natural Nacional - Tayrona,11.311238,-73.943964,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1996-02-04/2002-05-30,Calabazo,Parque Natural Nacional - Sierra Nevada De Santa Marta,Magdalena|Santa Marta|Parque Natural Nacional - Sierra Nevada De Santa Marta,10.795717,-73.634649,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1996-02-04/2002-05-30,Minca,Parque Natural Nacional - Sierra Nevada De Santa Marta,Magdalena|Santa Marta|Parque Natural Nacional - Sierra Nevada De Santa Marta,10.795717,-73.634649,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1996-12-26/1997-01-18,Calabazo,Parque Natural Nacional - Tayrona,Magdalena|Santa Marta|Parque Natural Nacional - Tayrona,11.311238,-73.943964,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1996-12-26/1997-01-18,,Parque Natural Nacional - Tayrona,Magdalena|Santa Marta|Parque Natural Nacional - Tayrona,11.311238,-73.943964,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
6/16/1996,San Pedro de la Sierra,Parque Natural Nacional - Sierra Nevada De Santa Marta,Magdalena|Ciénaga|Parque Natural Nacional - Sierra Nevada De Santa Marta,10.795717,-73.634649,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
6/16/1996,Calabazo,Parque Natural Nacional - Sierra Nevada De Santa Marta,Magdalena|Santa Marta|Parque Natural Nacional - Sierra Nevada De Santa Marta,10.795717,-73.634649,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/21/2000,Taganga,Parque Natural Nacional - Tayrona,Magdalena|Santa Marta|Parque Natural Nacional - Tayrona,11.311238,-73.943964,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
2007-11-07/2007-11-08,,Palomino,La Guajira|Albania|Palomino,11.147347,-72.52718,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1996-12-26/1997-01-18,Taganga,Parque Natural Nacional - Tayrona,Magdalena|Santa Marta|Parque Natural Nacional - Tayrona,11.311238,-73.943964,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1996-12-26/1997-01-18,,"Colinas De Calabazo, Parque Natural Nacional - Tayrona",Magdalena|Colinas De Calabazo|Parque Natural Nacional - Tayrona,11.311238,-73.943964,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1996-12-26/1997-01-18,Calabazo,Parque Natural Nacional - Tayrona,Magdalena|Santa Marta|Parque Natural Nacional - Tayrona,11.311238,-73.943964,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/21/2000,Calabazo,Parque Natural Nacional - Tayrona,Magdalena|Santa Marta|Parque Natural Nacional - Tayrona,11.311238,-73.943964,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/21/2000,Taganga,Parque Natural Nacional - Tayrona,Magdalena|Santa Marta|Parque Natural Nacional - Tayrona,11.311238,-73.943964,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/21/2000,Cañaveral (Agua Fría),Parque Natural Nacional - Tayrona,Magdalena|Santa Marta|Parque Natural Nacional - Tayrona,11.311238,-73.943964,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
6/16/1996,,"Colinas De Calabazo, Parque Natural Nacional - Tayrona",Magdalena|Colinas De Calabazo|Parque Natural Nacional - Tayrona,11.311238,-73.943964,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1997-01-06/1997-01-08,,Parque Natural Nacional - Tayrona,Magdalena|Santa Marta|Parque Natural Nacional - Tayrona,11.311238,-73.943964,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
2007-11-07/2007-11-08,,Palomino,La Guajira|Albania|Palomino,11.147347,-72.52718,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/17/1998,Calabazo,Parque Natural Nacional - Tayrona - Calabazo Pueblito,Magdalena|Santa Marta|Parque Natural Nacional - Tayrona - Calabazo Pueblito,11.284961,-74.002631,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1997-01-06/1997-01-08,,Parque Natural Nacional - Tayrona,Magdalena|Santa Marta|Parque Natural Nacional - Tayrona,11.311238,-73.943964,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1995-05-26/1995-05-29,San Pedro de la Sierra,Parque Natural Nacional - Sierra Nevada De Santa Marta,Magdalena|Ciénaga|Parque Natural Nacional - Sierra Nevada De Santa Marta,10.795717,-73.634649,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/21/2000,,Parque Natural Nacional - Tayrona,Magdalena|Santa Marta|Parque Natural Nacional - Tayrona,11.311238,-73.943964,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1996-12-26/1997-01-18,Cañaveral (Agua Fría),Parque Natural Nacional - Tayrona,Magdalena|Santa Marta|Parque Natural Nacional - Tayrona,11.311238,-73.943964,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1995-05-26/1995-05-29,Palmor,Parque Natural Nacional - Sierra Nevada De Santa Marta,Magdalena|Ciénaga|Parque Natural Nacional - Sierra Nevada De Santa Marta,10.795717,-73.634649,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/21/2000,,Parque Natural Nacional - Tayrona,Magdalena|Santa Marta|Parque Natural Nacional - Tayrona,11.311238,-73.943964,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/1/2005,,Parque Natural Nacional - Tayrona,Magdalena|Santa Marta|Parque Natural Nacional - Tayrona,11.311238,-73.943964,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
2007-11-07/2007-11-08,,Palomino,La Guajira|Albania|Palomino,11.147347,-72.52718,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
11/15/2003,,"Ciénaga - Grande De Santa Marta, Sabanagrande","Magdalena|Puebloviejo|Ciénaga - Grande De Santa Marta, Sabanagrande",10.938944,-74.730248,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
8/11/2005,Cañaveral (Agua Fría),"Cabo - San Juan De Guía, Parque Natural Nacional - Tayrona","Magdalena|Santa Marta|Cabo - San Juan De Guía, Parque Natural Nacional - Tayrona",11.328999,-73.963423,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/1/2005,Calabazo,Parque Natural Nacional - Tayrona,Magdalena|Santa Marta|Parque Natural Nacional - Tayrona,11.311238,-73.943964,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
8/11/2005,,"Cabo - San Juan De Guía, Parque Natural Nacional - Tayrona","Magdalena|Santa Marta|Cabo - San Juan De Guía, Parque Natural Nacional - Tayrona",11.328999,-73.963423,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1997-01-06/1997-01-08,,"Colinas De Calabazo, Parque Natural Nacional - Tayrona",Magdalena|Colinas De Calabazo|Parque Natural Nacional - Tayrona,11.311238,-73.943964,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/1/2005,,"Valle - Del Cerrejon, Arroyo Palomino","La Guajira|Albania|Valle - Del Cerrejon, Arroyo Palomino",10.965321,-72.75965,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
6/16/1996,Cañaveral (Agua Fría),Parque Natural Nacional - Tayrona,Magdalena|Santa Marta|Parque Natural Nacional - Tayrona,11.311238,-73.943964,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1998-12-30/1999-01-02,Calabazo,Parque Natural Nacional - Sierra Nevada De Santa Marta,Magdalena|Santa Marta|Parque Natural Nacional - Sierra Nevada De Santa Marta,10.795717,-73.634649,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/21/2000,Taganga,Parque Natural Nacional - Tayrona,Magdalena|Santa Marta|Parque Natural Nacional - Tayrona,11.311238,-73.943964,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
2004-04-25/2004-08-25,,Parque Natural Nacional - Tayrona - Calabazo Pueblito,Magdalena|Santa Marta|Parque Natural Nacional - Tayrona - Calabazo Pueblito,11.284961,-74.002631,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
6/16/1996,Calabazo,Parque Natural Nacional - Tayrona,Magdalena|Santa Marta|Parque Natural Nacional - Tayrona,11.311238,-73.943964,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/1/2005,Taganga,Parque Natural Nacional - Tayrona,Magdalena|Santa Marta|Parque Natural Nacional - Tayrona,11.311238,-73.943964,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1998-06-26/1998-07-12,Palmor,Parque Natural Nacional - Sierra Nevada De Santa Marta,Magdalena|Ciénaga|Parque Natural Nacional - Sierra Nevada De Santa Marta,10.795717,-73.634649,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1996-09-16/1998-12-03,,"Valle - Del Cerrejon, Arroyo Palomino","La Guajira|Albania|Valle - Del Cerrejon, Arroyo Palomino",10.965321,-72.75965,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
4/15/1993,San Pedro de la Sierra,Parque Natural Nacional - Sierra Nevada De Santa Marta,Magdalena|Ciénaga|Parque Natural Nacional - Sierra Nevada De Santa Marta,10.795717,-73.634649,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
2007-11-07/2007-11-08,,Palomino,La Guajira|Albania|Palomino,11.147347,-72.52718,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
2004-04-08/2009-04-12,Calabazo,Parque Natural Nacional - Tayrona - Calabazo Pueblito,Magdalena|Santa Marta|Parque Natural Nacional - Tayrona - Calabazo Pueblito,11.284961,-74.002631,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
4/30/2005,Calabazo,Parque Natural Nacional - Tayrona - Calabazo Pueblito,Magdalena|Santa Marta|Parque Natural Nacional - Tayrona - Calabazo Pueblito,11.284961,-74.002631,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/21/2000,Cañaveral (Agua Fría),Parque Natural Nacional - Tayrona,Magdalena|Santa Marta|Parque Natural Nacional - Tayrona,11.311238,-73.943964,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/21/2000,,Parque Natural Nacional - Tayrona,Magdalena|Santa Marta|Parque Natural Nacional - Tayrona,11.311238,-73.943964,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1/21/2000,Calabazo,Parque Natural Nacional - Tayrona,Magdalena|Santa Marta|Parque Natural Nacional - Tayrona,11.311238,-73.943964,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1996-12-26/1997-01-18,,"Colinas De Calabazo, Parque Natural Nacional - Tayrona",Magdalena|Colinas De Calabazo|Parque Natural Nacional - Tayrona,11.311238,-73.943964,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
6/16/1996,,"Colinas De Calabazo, Parque Natural Nacional - Tayrona",Magdalena|Colinas De Calabazo|Parque Natural Nacional - Tayrona,11.311238,-73.943964,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1998-12-30/1999-01-02,Minca,Parque Natural Nacional - Sierra Nevada De Santa Marta,Magdalena|Santa Marta|Parque Natural Nacional - Sierra Nevada De Santa Marta,10.795717,-73.634649,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
1996-12-26/1997-01-18,Taganga,Parque Natural Nacional - Tayrona,Magdalena|Santa Marta|Parque Natural Nacional - Tayrona,11.311238,-73.943964,"Tyrannus melancholicus Vieillot, 1819",Aves,Passeriformes,Tyrannidae
